Name,Distance,Mass,Discovery Date,Stellar Magnitude
Kepler-105 b,1498,5.1 Earths,2013,12.981
Kepler-105 c,1498,4.6 Earths,2014,12.981
Kepler-1060 b,3088,6.26 Earths,2016,14.827
Kepler-1061 b,1772,4.58 Earths,2016,13.319
Kepler-1062 b,1296,3.75 Earths,2016,15.095
Kepler-1063 b,1120,2.83 Earths,2016,13.029
Kepler-1064 b,1220,3.02 Earths,2016,13.958
Kepler-1065 b,3662,13.4 Earths,2016,15.744
Kepler-1065 c,3662,3.19 Earths,2016,15.744
Kepler-1066 b,1123,6.17 Earths,2016,13.115
Kepler-1067 b,2178,0.437 Earths,2016,14.395
Kepler-1067 c,2178,3.7 Earths,2021,14.395
Kepler-1068 b,4807,12.8 Earths,2016,16.096
Kepler-1069 b,2270,3.19 Earths,2016,13.234
Kepler-106 b,1449,5.3 Earths,2014,12.923
Kepler-106 c,1449,10.44 Earths,2014,12.923
Kepler-106 d,1449,8.1 Earths,2014,12.923
Kepler-106 e,1449,11.17 Earths,2014,12.923
Kepler-1070 b,3063,3.64 Earths,2016,14.133
Kepler-1071 b,3400,6.26 Earths,2016,15.881
Kepler-1072 b,3206,3.12 Earths,2016,13.972
Kepler-1073 b,2642,5.9 Earths,2016,14.749
Kepler-1073 c,2642,3.33 Earths,2016,14.749
Kepler-1073 d,2642,2.82 Earths,2021,14.749
Kepler-1074 b,818,2.1 Earths,2016,15.599
Kepler-1075 b,950,2.6 Earths,2016,15.909
Kepler-1076 b,649,0.437 Earths,2016,13.175
Kepler-1077 b,3593,8.1 Earths,2016,14.923
Kepler-1078 b,8095,4.27 Earths,2016,15.703
Kepler-1079 b,1928,3.29 Earths,2016,12.78
Kepler-107 b,1716,3.8 Earths,2014,12.543
Kepler-107 c,1716,10 Earths,2014,12.543
Kepler-107 d,1716,7.7 Earths,2014,12.543
Kepler-107 e,1716,14.1 Earths,2014,12.543
Kepler-1080 b,4511,10.8 Earths,2016,13.486
Kepler-1081 b,1371,1.01 Earths,2016,13.827
Kepler-1082 b,2412,1.46 Earths,2016,13.444
Kepler-1083 b,2944,11.2 Earths,2016,16.103
Kepler-1084 b,1323,1.41 Earths,2016,12.015
Kepler-1085 b,4451,0.13 Jupiters,2016,15.273
Kepler-1085 c,4451,10.7 Earths,2020,15.273
Kepler-1086 b,1520,6.53 Earths,2016,16.002
Kepler-1086 c,1520,8.96 Earths,2016,16.002
Kepler-1087 b,1183,0.165 Earths,2016,12.973
Kepler-1088 b,915,2.6 Earths,2016,11.472
Kepler-1089 b,846,4.01 Earths,2016,16.233
Kepler-108 b,1105,0.176 Jupiters,2014,12.657
Kepler-108 c,1105,0.16 Jupiters,2014,12.657
Kepler-1090 b,2801,5.69 Earths,2016,15.31
Kepler-1090 c,2801,10.9 Earths,2021,15.31
Kepler-1091 b,2982,2.73 Earths,2016,14.874
Kepler-1092 b,3201,4.94 Earths,2016,14.659
Kepler-1093 b,3500,4.46 Earths,2016,13.781
Kepler-1093 c,3500,4.5 Earths,2016,13.781
Kepler-1094 b,4211,10.2 Earths,2016,15.318
Kepler-1095 b,2585,1.92 Earths,2016,14.597
Kepler-1096 b,1233,2.07 Earths,2016,15.438
Kepler-1097 b,2348,10.7 Earths,2016,15.652
Kepler-1098 b,3422,2.24 Earths,2016,14.886
Kepler-1099 b,3336,8.4 Earths,2016,15.137
Kepler-109 b,1549,4.9 Earths,2014,12.398
Kepler-109 c,1549,8.2 Earths,2014,12.398
Kepler-10 b,605,3.26 Earths,2011,11.043
Kepler-10 c,605,11.4 Earths,2011,11.043
Kepler-10 d,605,12.68 Earths,2023,11.043
Kepler-1100 b,2263,3.71 Earths,2016,13.952
Kepler-1101 b,2422,6.66 Earths,2016,15.156
Kepler-1102 b,4065,7.56 Earths,2016,14.928
Kepler-1103 b,4345,5.77 Earths,2016,14.294
Kepler-1104 b,1731,2.04 Earths,2016,12.125
Kepler-1105 b,1037,4.7 Earths,2016,15.315
Kepler-1106 b,3558,3.36 Earths,2016,14.863
Kepler-1107 b,1399,2.36 Earths,2016,14.315
Kepler-1108 b,2504,2.73 Earths,2016,15.132
Kepler-1109 b,2235,5.43 Earths,2016,14.405
Kepler-110 b,1913,4.01 Earths,2014,13.003
Kepler-110 c,1913,5.52 Earths,2014,13.003
Kepler-1110 b,2371,7.56 Earths,2016,16.274
Kepler-1111 b,2745,4.66 Earths,2016,14.88
Kepler-1112 b,5452,9.38 Earths,2016,14.74
Kepler-1113 b,3503,8.3 Earths,2016,14.943
Kepler-1114 b,1365,2.39 Earths,2016,13.935
Kepler-1115 b,3207,3.53 Earths,2016,11.983
Kepler-1116 b,3290,6.99 Earths,2016,15.424
Kepler-1117 b,1854,1.41 Earths,2016,14.15
Kepler-1118 b,2898,7.95 Earths,2016,15.238
Kepler-1119 b,5732,4.35 Earths,2016,15.296
Kepler-111 b,2144,3.12 Earths,2014,13.543
Kepler-111 c,2144,0.132 Jupiters,2014,13.543
Kepler-1120 b,2007,2.48 Earths,2016,15.494
Kepler-1121 b,1572,4.31 Earths,2016,12.144
Kepler-1122 b,4014,4.82 Earths,2016,15.405
Kepler-1123 b,2298,3.43 Earths,2016,14.933
Kepler-1124 b,946,2.18 Earths,2016,16.745
Kepler-1125 b,6561,4.04 Earths,2016,15.042
Kepler-1126 b,2074,3.64 Earths,2016,14.221
Kepler-1126 c,2074,2.7 Earths,2023,14.221
Kepler-1127 b,2748,4.5 Earths,2016,15.162
Kepler-1128 b,3534,12.9 Earths,2016,15.934
Kepler-1129 b,3862,9.06 Earths,2016,15.661
Kepler-1129 c,3862,7.9 Earths,2016,15.661
Kepler-112 b,1674,6.17 Earths,2014,13.927
Kepler-112 c,1674,6.35 Earths,2014,13.927
Kepler-1130 b,813,0.437 Earths,2016,12.509
Kepler-1130 c,813,0.422 Earths,2021,12.509
Kepler-1130 d,813,0.202 Earths,2021,12.509
Kepler-1131 b,3362,3.15 Earths,2016,15.01
Kepler-1132 b,2831,6.12 Earths,2016,15.818
Kepler-1133 b,2457,4.54 Earths,2016,14.785
Kepler-1134 b,3081,7.46 Earths,2016,16.233
Kepler-1135 b,4288,4.08 Earths,2016,14.545
Kepler-1136 b,1603,3.33 Earths,2016,16.037
Kepler-1137 b,3007,5.48 Earths,2016,12.827
Kepler-1138 b,2846,3.53 Earths,2016,15.885
Kepler-1139 b,1615,1.81 Earths,2016,14.229
Kepler-113 b,856,11.7 Earths,2014,13.655
Kepler-113 c,856,8.7 Earths,2014,13.655
Kepler-1140 b,2141,8.1 Earths,2016,15.751
Kepler-1141 b,1284,0.477 Earths,2016,12.403
Kepler-1142 b,4154,2.76 Earths,2016,14.505
Kepler-1143 b,1811,3.43 Earths,2016,15.493
Kepler-1143 c,1811,12.6 Earths,2016,15.493
Kepler-1144 b,3721,4.62 Earths,2016,14.943
Kepler-1145 b,2257,2.54 Earths,2016,15.471
Kepler-1146 b,2293,2.04 Earths,2016,15.953
Kepler-1147 b,5406,7.32 Earths,2016,15.613
Kepler-1148 b,2041,3.5 Earths,2016,15.533
Kepler-1149 b,3972,2.67 Earths,2016,15.146
Kepler-114 b,847,6.8 Earths,2014,13.961
Kepler-114 c,847,2.8 Earths,2013,13.961
Kepler-114 d,847,3.9 Earths,2013,13.961
Kepler-1150 b,1169,1.04 Earths,2016,14.748
Kepler-1151 b,2226,5.56 Earths,2016,15.005
Kepler-1152 b,702,0.59 Earths,2016,15.31
Kepler-1153 b,3652,3.64 Earths,2016,15.767
Kepler-1154 b,4763,6.08 Earths,2016,14.953
Kepler-1154 c,4763,6.17 Earths,2016,14.953
Kepler-1155 b,3682,4.78 Earths,2016,14.799
Kepler-1156 b,2255,2.3 Earths,2016,14.262
Kepler-1157 b,1116,1.32 Earths,2016,14.603
Kepler-1158 b,4842,6.08 Earths,2016,13.618
Kepler-1159 b,3959,6.21 Earths,2016,14.678
Kepler-115 b,2034,1.32 Earths,2014,13.545
Kepler-115 c,2034,7.27 Earths,2014,13.545
Kepler-1160 b,3515,5.22 Earths,2016,16.006
Kepler-1161 b,1787,5.18 Earths,2016,16.163
Kepler-1162 b,3067,5.52 Earths,2016,15.749
Kepler-1162 c,3067,3.93 Earths,2023,15.749
Kepler-1163 b,1561,1.08 Earths,2016,12.208
Kepler-1164 b,1408,1.46 Earths,2016,14.321
Kepler-1165 b,5138,3.02 Earths,2016,14.521
Kepler-1165 c,5138,11.2 Earths,2021,14.521
Kepler-1166 b,2071,3.5 Earths,2016,14.65
Kepler-1167 b,2678,3.57 Earths,2016,16.047
Kepler-1168 b,2455,6.8 Earths,2016,15.755
Kepler-1169 b,1705,0.779 Earths,2016,12.707
Kepler-116 b,3116,11.6 Earths,2014,13.744
Kepler-116 c,3116,5.9 Earths,2014,13.744
Kepler-1170 b,3427,6.39 Earths,2016,16.204
Kepler-1171 b,1869,7.08 Earths,2016,11.647
Kepler-1172 b,4262,10.3 Earths,2016,16.083
Kepler-1173 b,1230,0.64 Earths,2016,13.896
Kepler-1174 b,4595,3.15 Earths,2016,14.271
Kepler-1175 b,3660,9.22 Earths,2016,15.972
Kepler-1176 b,2821,6.57 Earths,2016,15.27
Kepler-1177 b,4241,4.27 Earths,2016,14.773
Kepler-1178 b,1573,1.24 Earths,2016,14.212
Kepler-1179 b,1354,2.3 Earths,2016,14.214
Kepler-117 b,4748,29.875 Earths,2014,14.282
Kepler-117 c,4748,1.84 Jupiters,2014,14.282
Kepler-1180 b,5209,4.62 Earths,2016,15.081
Kepler-1181 b,3061,3.09 Earths,2016,13.549
Kepler-1181 c,3061,4.01 Earths,2023,13.549
Kepler-1182 b,5041,6.39 Earths,2016,15.742
Kepler-1183 b,6260,8.35 Earths,2016,15.968
Kepler-1184 b,3777,7.65 Earths,2016,14.99
Kepler-1185 b,1498,2.33 Earths,2016,12.63
Kepler-1186 b,4362,5.6 Earths,2016,15.367
Kepler-1187 b,3329,7.32 Earths,2016,14.73
Kepler-1188 b,5602,4.98 Earths,2016,14.941
Kepler-1189 b,2554,3.78 Earths,2016,14.463
Kepler-118 b,1873,4.5 Earths,2014,14.867
Kepler-118 c,1873,0.144 Jupiters,2014,14.867
Kepler-1190 b,1117,2.33 Earths,2016,14.665
Kepler-1191 b,3117,2.89 Earths,2016,15.319
Kepler-1192 b,4254,6.17 Earths,2016,15.858
Kepler-1193 b,2617,2.3 Earths,2016,13.577
Kepler-1194 b,2471,2.89 Earths,2016,14.31
Kepler-1195 b,2996,4.98 Earths,2016,16.003
Kepler-1196 b,3009,5.6 Earths,2016,15.009
Kepler-1197 b,1588,2.1 Earths,2016,15.346
Kepler-1198 b,2424,2.76 Earths,2016,14.986
Kepler-1199 b,1838,1.6 Earths,2016,13.173
Kepler-119 b,2290,12.6 Earths,2014,14.375
Kepler-119 c,2290,0.721 Earths,2014,14.375
Kepler-11 b,2108,1.9 Earths,2010,13.817
Kepler-11 c,2108,2.9 Earths,2010,13.817
Kepler-11 d,2108,7.3 Earths,2010,13.817
Kepler-11 e,2108,8 Earths,2010,13.817
Kepler-11 f,2108,2 Earths,2010,13.817
Kepler-11 g,2108,25 Earths,2010,13.817
Kepler-1200 b,1920,1.2 Earths,2016,16.06
Kepler-1201 b,3080,5.86 Earths,2016,14.765
Kepler-1202 b,3834,8.96 Earths,2016,15.833
Kepler-1203 b,1034,1.2 Earths,2016,15.385
Kepler-1204 b,3834,9.53 Earths,2016,15.45
Kepler-1205 b,2278,2.57 Earths,2016,15.316
Kepler-1206 b,2486,3.33 Earths,2016,15.971
Kepler-1207 b,5722,3.26 Earths,2016,14.595
Kepler-1208 b,2692,5.99 Earths,2016,16.256
Kepler-1209 b,1649,2.89 Earths,2016,12.554
Kepler-120 b,1268,8.5 Earths,2014,14.995
Kepler-120 c,1268,2.96 Earths,2014,14.995
Kepler-1210 b,3838,3.53 Earths,2016,15.649
Kepler-1211 b,5958,7.04 Earths,2016,16.016
Kepler-1212 b,4295,5.22 Earths,2016,15.133
Kepler-1213 b,2635,1.81 Earths,2016,13.416
Kepler-1214 b,2379,6.17 Earths,2016,15.459
Kepler-1215 b,2156,1.98 Earths,2016,14.539
Kepler-1216 b,4105,2.51 Earths,2016,15.262
Kepler-1217 b,4396,4.62 Earths,2016,15.343
Kepler-1218 b,2742,2.67 Earths,2016,13.73
Kepler-1219 b,2873,5.14 Earths,2016,12.339
Kepler-121 b,1665,6.08 Earths,2014,14.904
Kepler-121 c,1665,5.77 Earths,2014,14.904
Kepler-1220 b,3138,2.92 Earths,2016,15.194
Kepler-1221 b,2980,4.19 Earths,2016,15.909
Kepler-1222 b,1354,0.418 Earths,2016,14.21
Kepler-1223 b,1500,1.98 Earths,2016,14.911
Kepler-1224 b,1825,2.33 Earths,2016,12.926
Kepler-1225 b,4396,3.97 Earths,2016,14.819
Kepler-1226 b,3672,2.7 Earths,2016,14.324
Kepler-1227 b,2035,5.86 Earths,2016,14.276
Kepler-1228 b,1681,2.99 Earths,2016,15.061
Kepler-1229 b,866,2.54 Earths,2016,16.124
Kepler-122 b,3352,6.08 Earths,2014,14.403
Kepler-122 c,3352,29 Earths,2014,14.403
Kepler-122 d,3352,5.48 Earths,2014,14.403
Kepler-122 e,3352,27.7 Earths,2014,14.403
Kepler-122 f,3352,36 Earths,2014,14.403
Kepler-1230 b,4450,7.8 Earths,2016,15.628
Kepler-1231 b,3220,2.6 Earths,2016,14.808
Kepler-1232 b,2064,4.38 Earths,2016,14.97
Kepler-1233 b,3845,7.27 Earths,2016,14.82
Kepler-1234 b,2990,8.3 Earths,2016,15.915
Kepler-1235 b,1763,0.418 Earths,2016,14.079
Kepler-1236 b,3261,5.22 Earths,2016,16.145
Kepler-1237 b,3472,8.55 Earths,2016,16.012
Kepler-1238 b,5324,4.38 Earths,2016,14.919
Kepler-1239 b,6983,8.75 Earths,2016,15.391
Kepler-123 b,3333,0.174 Jupiters,2014,14.129
Kepler-123 c,3333,2.79 Earths,2014,14.129
Kepler-1240 b,2812,1.6 Earths,2016,14.092
Kepler-1241 b,3160,7.41 Earths,2016,15.886
Kepler-1242 b,2243,5.73 Earths,2016,15.714
Kepler-1243 b,2473,3.71 Earths,2016,14.898
Kepler-1244 b,3509,2.39 Earths,2016,12.444
Kepler-1245 b,2629,2.67 Earths,2016,15.582
Kepler-1245 c,2629,2.67 Earths,2016,15.582
Kepler-1246 b,1424,2.42 Earths,2016,15.27
Kepler-1247 b,3412,6.04 Earths,2016,15.925
Kepler-1248 b,1934,1.76 Earths,2016,12.9
Kepler-1249 b,6213,6.26 Earths,2016,15.391
Kepler-124 b,1370,0.315 Earths,2014,14.4
Kepler-124 c,1370,3.71 Earths,2014,14.4
Kepler-124 d,1370,1.41 Earths,2014,14.4
Kepler-1250 b,6938,4.35 Earths,2016,15.693
Kepler-1251 b,2943,4.04 Earths,2016,15.024
Kepler-1252 b,2117,3.43 Earths,2016,14.743
Kepler-1253 b,1678,2.33 Earths,2016,12.588
Kepler-1254 b,2032,3.02 Earths,2016,15.541
Kepler-1254 c,2032,2.24 Earths,2016,15.541
Kepler-1254 d,2032,2.27 Earths,2016,15.541
Kepler-1255 b,5275,5.99 Earths,2016,15.308
Kepler-1256 b,2907,2.83 Earths,2016,13.685
Kepler-1257 b,3608,2.92 Earths,2016,15.644
Kepler-1258 b,2341,0.566 Earths,2016,13.929
Kepler-1259 b,2628,2.63 Earths,2016,15.556
Kepler-125 b,598,6.21 Earths,2014,15.431
Kepler-125 c,598,0.33 Earths,2014,15.431
Kepler-1260 b,5658,3.78 Earths,2016,14.953
Kepler-1261 b,2428,5.73 Earths,2016,15.817
Kepler-1262 b,3441,3.97 Earths,2016,15.155
Kepler-1263 b,2169,1.55 Earths,2016,15.173
Kepler-1264 b,2616,1.76 Earths,2016,14.629
Kepler-1265 b,1904,2.39 Earths,2016,16.024
Kepler-1266 b,2770,7.18 Earths,2016,16.016
Kepler-1266 c,2770,3.46 Earths,2021,16.016
Kepler-1267 b,4500,9.32 Earths,2016,15.846
Kepler-1268 b,6005,4.78 Earths,2016,15.484
Kepler-1269 b,3579,3.29 Earths,2016,13.658
Kepler-126 b,774,2.92 Earths,2014,10.505
Kepler-126 c,774,3.12 Earths,2014,10.505
Kepler-126 d,774,6.8 Earths,2014,10.505
Kepler-1270 b,3572,11 Earths,2016,13.562
Kepler-1271 b,2714,2.79 Earths,2016,14.075
Kepler-1272 b,3935,6.21 Earths,2016,14.734
Kepler-1273 b,3635,6.76 Earths,2016,16.03
Kepler-1274 b,2005,2.6 Earths,2016,11.717
Kepler-1275 b,3764,2.79 Earths,2016,14.595
Kepler-1276 b,1757,1.81 Earths,2016,12.992
Kepler-1277 b,1818,3.19 Earths,2016,14.306
Kepler-1278 b,2901,1.01 Earths,2016,13.782
Kepler-1279 b,4874,3.71 Earths,2016,14.137
Kepler-127 b,1151,2.54 Earths,2014,11.746
Kepler-127 c,1151,7.56 Earths,2014,11.746
Kepler-127 d,1151,7.46 Earths,2014,11.746
Kepler-1280 b,4850,4.16 Earths,2016,14.196
Kepler-1281 b,3556,3.33 Earths,2016,15.961
Kepler-1282 b,3599,3.02 Earths,2016,15.707
Kepler-1283 b,9532,4.31 Earths,2016,15.269
Kepler-1284 b,2878,1.92 Earths,2016,15.912
Kepler-1285 b,1377,0.871 Earths,2016,11.717
Kepler-1286 b,4418,5.27 Earths,2016,15.278
Kepler-1287 b,3273,2.99 Earths,2016,15.216
Kepler-1288 b,2656,1.46 Earths,2016,13.199
Kepler-1289 b,3437,2.92 Earths,2016,14.732
Kepler-128 b,1293,0.77 Earths,2013,11.693
Kepler-128 c,1293,0.9 Earths,2013,11.693
Kepler-1290 b,5199,2.6 Earths,2016,15.871
Kepler-1291 b,2927,3.39 Earths,2016,16.261
Kepler-1292 b,4872,3.97 Earths,2016,16.337
Kepler-1293 b,3354,0.871 Earths,2016,13.377
Kepler-1294 b,6053,10.3 Earths,2016,15.361
Kepler-1295 b,3831,3.02 Earths,2016,16.227
Kepler-1296 b,5061,0.693 Earths,2016,14.934
Kepler-1297 b,4696,0.871 Earths,2016,14.867
Kepler-1298 b,1775,2.27 Earths,2016,11.388
Kepler-1299 b,4583,9.17 Earths,2016,15.962
Kepler-129 b,1334,20 Earths,2014,11.809
Kepler-129 c,1334,0.13529 Jupiters,2014,11.809
Kepler-129 d,1334,8.3 Jupiters,2021,11.809
Kepler-12 b,2875,0.432 Jupiters,2011,13.468
Kepler-1300 b,2535,2.45 Earths,2016,12.861
Kepler-1301 b,2787,2.54 Earths,2016,15.656
Kepler-1302 b,2070,2.63 Earths,2016,15.172
Kepler-1303 b,2929,2.6 Earths,2016,14.854
Kepler-1304 b,7098,5.86 Earths,2016,15.408
Kepler-1305 b,5138,4.19 Earths,2016,15.834
Kepler-1306 b,3613,4.31 Earths,2016,15.353
Kepler-1307 b,3310,6.66 Earths,2016,15.636
Kepler-1308 b,368,0.0933 Earths,2016,16.4
Kepler-1309 b,2756,6.21 Earths,2016,16.5119
Kepler-130 b,1033,1.04 Earths,2014,11.572
Kepler-130 c,1033,8.75 Earths,2014,11.572
Kepler-130 d,1033,3.33 Earths,2014,11.572
Kepler-1310 b,1857,2.67 Earths,2016,14.346
Kepler-1311 b,2826,2.07 Earths,2016,13.528
Kepler-1311 c,2826,1.98 Earths,2016,13.528
Kepler-1311 d,2826,0.212 Jupiters,2021,13.528
Kepler-1312 b,976,5.06 Earths,2016,12.491
Kepler-1312 c,976,1.07 Earths,2021,12.491
Kepler-1313 b,568,3.75 Earths,2016,12.363
Kepler-1314 b,463,22.9 Earths,2016,17.816
Kepler-1315 b,1569,2.48 Earths,2016,15.133
Kepler-1315 c,1569,4.06 Earths,2021,15.133
Kepler-1316 b,2612,12.3 Earths,2016,14.119
Kepler-1317 b,2376,3.05 Earths,2016,15.083
Kepler-1318 b,1550,9.85 Earths,2016,15.531
Kepler-1319 b,339,2.36 Earths,2016,15.161
Kepler-131 b,746,16.13 Earths,2014,11.493
Kepler-131 c,746,8.25 Earths,2014,11.493
Kepler-1320 b,2112,3.53 Earths,2016,15.936
Kepler-1321 b,2509,21.5 Earths,2016,17.5054
Kepler-1321 c,2509,6.35 Earths,2016,17.5054
Kepler-1321 d,2509,7.41 Earths,2021,17.5054
Kepler-1322 b,4405,3.22 Earths,2016,15.876
Kepler-1322 c,4405,5.29 Earths,2021,15.876
Kepler-1323 b,1518,2.92 Earths,2016,12.444
Kepler-1324 b,1571,2.89 Earths,2016,15.554
Kepler-1325 b,3175,8.55 Earths,2016,15.311
Kepler-1326 b,2278,16.3 Earths,2016,12.842
Kepler-1327 b,2212,3.89 Earths,2016,13.966
Kepler-1328 b,2654,0.904 Earths,2016,13.969
Kepler-1329 b,1918,5.35 Earths,2016,15.958
Kepler-132 b,1140,1.92 Earths,2014,11.922
Kepler-132 c,1140,2.18 Earths,2014,11.922
Kepler-132 d,1140,3.02 Earths,2014,11.922
Kepler-132 e,1140,1.76 Earths,2016,11.922
Kepler-1330 b,5612,3.36 Earths,2016,15.076
Kepler-1331 b,1041,1.16 Earths,2016,15.58
Kepler-1332 b,1725,2.45 Earths,2016,13.975
Kepler-1333 b,3042,8.3 Earths,2016,15.421
Kepler-1334 b,3990,5.86 Earths,2016,15.461
Kepler-1335 b,2028,2.7 Earths,2016,15.248
Kepler-1336 b,3675,4.58 Earths,2016,14.264
Kepler-1336 c,3675,3.57 Earths,2016,14.264
Kepler-1337 b,1963,6.39 Earths,2016,16.21
Kepler-1338 b,2457,0.721 Earths,2016,13.699
Kepler-1339 b,1210,0.285 Earths,2016,12.344
Kepler-133 b,2132,3.75 Earths,2014,12.896
Kepler-133 c,2132,8.45 Earths,2014,12.896
Kepler-1340 b,3203,3.02 Earths,2016,15.003
Kepler-1341 b,1556,9.22 Earths,2016,15.356
Kepler-1342 b,2906,3.39 Earths,2016,15.726
Kepler-1343 b,5730,4.38 Earths,2016,15.617
Kepler-1344 b,2786,4.04 Earths,2016,14.192
Kepler-1345 b,4420,6.17 Earths,2016,13.775
Kepler-1346 b,2752,3.12 Earths,2016,14.625
Kepler-1347 b,1047,1.08 Earths,2016,13.557
Kepler-1348 b,3959,4.42 Earths,2016,14.871
Kepler-1349 b,901,0.271 Earths,2016,11.209
Kepler-134 b,1092,4.66 Earths,2014,12.318
Kepler-134 c,1092,2.13 Earths,2014,12.318
Kepler-1350 b,1111,6.9 Earths,2016,16.577
Kepler-1350 c,1111,3.64 Earths,2016,16.577
Kepler-1351 b,661,0.208 Earths,2016,14.328
Kepler-1352 b,2188,0.64 Earths,2016,13.338
Kepler-1353 b,1936,3.89 Earths,2016,15.734
Kepler-1354 b,3652,9.11 Earths,2016,14.59
Kepler-1355 b,2973,2.73 Earths,2016,15.595
Kepler-1356 b,2757,2.96 Earths,2016,15.887
Kepler-1357 b,3313,2.18 Earths,2016,15.322
Kepler-1358 b,1784,1.46 Earths,2016,14.693
Kepler-1359 b,2006,8.4 Earths,2016,15.987
Kepler-135 b,2028,3.93 Earths,2014,12.794
Kepler-135 c,2028,1.65 Earths,2014,12.794
Kepler-1360 b,4946,11.5 Earths,2016,14.007
Kepler-1361 b,1269,0.566 Earths,2016,14.096
Kepler-1362 b,2385,7.27 Earths,2016,16.05
Kepler-1363 b,1767,2.1 Earths,2016,15.454
Kepler-1364 b,3448,5.27 Earths,2016,13.196
Kepler-1365 b,2740,0.721 Earths,2016,13.417
Kepler-1365 c,2740,0.437 Earths,2016,13.417
Kepler-1366 b,1520,2.63 Earths,2016,16.685
Kepler-1367 b,1310,0.721 Earths,2016,16.012
Kepler-1368 b,5336,3.36 Earths,2016,15.914
Kepler-1369 b,4034,7.7 Earths,2016,15.621
Kepler-136 b,1373,19.8 Earths,2014,11.822
Kepler-136 c,1373,4.62 Earths,2014,11.822
Kepler-1370 b,3275,4.04 Earths,2016,13.718
Kepler-1370 c,3275,2.15 Earths,2016,13.718
Kepler-1371 b,1681,0.315 Earths,2016,14.018
Kepler-1371 c,1681,0.196 Earths,2016,14.018
Kepler-1372 b,4251,2.15 Earths,2016,15.667
Kepler-1373 b,5544,1.65 Earths,2016,14.328
Kepler-1374 b,3518,5.86 Earths,2016,15.991
Kepler-1375 b,4667,3.68 Earths,2016,13.864
Kepler-1376 b,2832,1.16 Earths,2016,14.792
Kepler-1377 b,3739,2.1 Earths,2016,15.857
Kepler-1378 b,1652,5.48 Earths,2016,16.5497
Kepler-1379 b,3168,2.24 Earths,2016,16.107
Kepler-137 b,988,2.76 Earths,2014,13.063
Kepler-137 c,988,4.19 Earths,2014,13.063
Kepler-1380 b,8034,2.63 Earths,2016,15.816
Kepler-1381 b,3905,5.69 Earths,2016,15.579
Kepler-1382 b,2408,4.19 Earths,2016,12.857
Kepler-1383 b,3351,2.57 Earths,2016,13.832
Kepler-1384 b,2016,4.42 Earths,2016,15.7578
Kepler-1385 b,2247,0.543 Earths,2016,12.947
Kepler-1386 b,2727,2.07 Earths,2016,14.597
Kepler-1387 b,1485,0.749 Earths,2016,14.727
Kepler-1388 b,1480,7.22 Earths,2016,16.43
Kepler-1388 c,1480,5.73 Earths,2016,16.43
Kepler-1388 d,1480,8.55 Earths,2016,16.43
Kepler-1388 e,1480,6.62 Earths,2016,16.43
Kepler-1389 b,1622,3.78 Earths,2016,14.896
Kepler-138 b,218,0.07 Earths,2014,13.04
Kepler-138 c,218,2.3 Earths,2014,13.04
Kepler-138 d,218,2.1 Earths,2014,13.04
Kepler-138 e,218,0.43 Earths,2022,13.04
Kepler-1390 b,2360,1.76 Earths,2016,14.558
Kepler-1391 b,3387,3.46 Earths,2016,13.906
Kepler-1392 b,3644,4.5 Earths,2016,15.963
Kepler-1393 b,1776,0.437 Earths,2016,13.476
Kepler-1394 b,2089,2.51 Earths,2016,11.714
Kepler-1395 b,1608,0.437 Earths,2016,12.632
Kepler-1396 b,3479,4.94 Earths,2016,14.691
Kepler-1397 b,3909,3.61 Earths,2016,14.324
Kepler-1398 b,2780,0.666 Earths,2016,13.752
Kepler-1398 c,2780,1.08 Earths,2016,13.752
Kepler-1399 b,4520,2.1 Earths,2016,15.572
Kepler-139 b,1276,8.96 Earths,2014,12.775
Kepler-139 c,1276,11.4 Earths,2014,12.775
Kepler-1400 b,2454,3.26 Earths,2016,16.067
Kepler-1401 b,4650,3.46 Earths,2016,15.224
Kepler-1402 b,4872,0.363 Earths,2016,14.78
Kepler-1403 b,7059,5.22 Earths,2016,15.713
Kepler-1404 b,3139,4.7 Earths,2016,15.931
Kepler-1405 b,4992,14.9 Earths,2016,16.028
Kepler-1406 b,1867,1.37 Earths,2016,13.39
Kepler-1407 b,4555,5.69 Earths,2016,15.023
Kepler-1408 b,1745,0.64 Earths,2016,12.124
Kepler-1409 b,2267,1.12 Earths,2016,15.391
Kepler-140 b,1905,3.22 Earths,2014,13.018
Kepler-140 c,1905,3.89 Earths,2014,13.018
Kepler-1410 b,1197,3.82 Earths,2016,16.319
Kepler-1411 b,5416,8.35 Earths,2016,15.945
Kepler-1412 b,2465,0.498 Earths,2016,13.347
Kepler-1413 b,3808,3.97 Earths,2016,16.473
Kepler-1414 b,1862,2.04 Earths,2016,14.989
Kepler-1415 b,3404,2.21 Earths,2016,15.937
Kepler-1416 b,3098,0.615 Earths,2016,14.369
Kepler-1417 b,3235,0.972 Earths,2016,14.038
Kepler-1418 b,1628,3.39 Earths,2016,15.461
Kepler-1419 b,4888,8.55 Earths,2016,15.96
Kepler-141 b,982,0.257 Earths,2014,13.624
Kepler-141 c,982,2.57 Earths,2014,13.624
Kepler-1420 b,3439,2.18 Earths,2016,15.894
Kepler-1421 b,2555,0.749 Earths,2016,12.868
Kepler-1422 b,8044,4.74 Earths,2016,15.741
Kepler-1423 b,1465,1.2 Earths,2016,14.721
Kepler-1424 b,2158,1.65 Earths,2016,13.756
